602-584403586253135874 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-632902165149917185 Germanwings [u'germanwings'] 0.0
602-585189501506551808 because qualified pilot before stricter reporting rules went into effect 2013 Germanwings [u'because', u'qualified', u'pilot', u'before', u'stricter', u'reporting', u'rules', u'went', u'into', u'effect', u'2013', u'germanwings'] 0.0
602-618774528483848193 Postengeschacher bei Germanwings Chef Winkelmann bernimmt Drehkreuz MUC Offen bleibt wer Eurowings Plattform hren wird [u'postengeschacher', u'bei', u'germanwings', u'chef', u'winkelmann', u'bernimmt', u'drehkreuz', u'muc', u'offen', u'bleibt', u'wer', u'eurowings', u'plattform', u'hren', u'wird'] 0.0
602-596249024006492160 Germanwings pilot practiced setting aircraft descent 100 feet investigators report MarshCNN reports http [u'germanwings', u'pilot', u'practiced', u'setting', u'aircraft', u'descent', u'100', u'feet', u'investigators', u'report', u'marshcnn', u'reports', u'http'] 0.0
602-595190685789216768 dia Lufthansa anuncia cierre filial Germanwings para mes octubre Germanwings [u'dia', u'lufthansa', u'anuncia', u'cierre', u'filial', u'germanwings', u'para', u'mes', u'octubre', u'germanwings'] 0.0
602-589379498749140992 CEO germanwings 4u9529 [u'ceo', u'germanwings', u'4u9529'] 0.0
602-581045548624568320 TragediaAereaEP Germanwings final dar informaci alg tel fono las ctimas las cajas rojas del Airbus320 Para llorar [u'tragediaaereaep', u'germanwings', u'final', u'dar', u'informaci', u'alg', u'tel', u'fono', u'las', u'ctimas', u'las', u'cajas', u'rojas', u'del', u'airbus320', u'para', u'llorar'] 0.0
602-608385078247489536 GELANDET Die Maschine mit den rgen der Germanwings Opfer ist sseldorf angekommen http [u'gelandet', u'die', u'maschine', u'mit', u'den', u'rgen', u'der', u'germanwings', u'opfer', u'ist', u'sseldorf', u'angekommen', u'http'] 0.0
602-624544601928519680 Trauerfeier Germanwings Opfer den Alpen [u'trauerfeier', u'germanwings', u'opfer', u'den', u'alpen'] 0.0
602-593600568192405504 years ago FAA questioned mental health Germanwings pilot 11Alive [u'years', u'ago', u'faa', u'questioned', u'mental', u'health', u'germanwings', u'pilot', u'11alive'] 0.0
602-581046801622515712 Germanwings Haltern GermanWingsCrash Meine Reportage aus einem Ort ohne Trost [u'germanwings', u'haltern', u'germanwingscrash', u'meine', u'reportage', u'aus', u'einem', u'ort', u'ohne', u'trost'] 0.0
602-588488990808006657 Algo funciona bien esta sociedad Germanwings [u'algo', u'funciona', u'bien', u'esta', u'sociedad', u'germanwings'] 0.0
602-596405565397536772 News Germanwings pilot Andreas Lubitz practiced descent previous flight investigators confirm [u'news', u'germanwings', u'pilot', u'andreas', u'lubitz', u'practiced', u'descent', u'previous', u'flight', u'investigators', u'confirm'] 0.0
602-585459933648265216 Germanwings Pilot New Muslim ConvertIslamic State Praises Their Hero WakeUpAmerica http [u'germanwings', u'pilot', u'new', u'muslim', u'convertislamic', u'state', u'praises', u'their', u'hero', u'wakeupamerica', u'http'] 0.0
602-609596771799580672 Germanwings Germanwings Sorrow Revisits Town Students Killed Germanwings Crash Are [u'germanwings', u'germanwings', u'sorrow', u'revisits', u'town', u'students', u'killed', u'germanwings', u'crash', u'are'] 0.0
602-590881079210348544 Las cajas negras del avi Germanwings confirman que fue estrellado deliberadamente [u'las', u'cajas', u'negras', u'del', u'avi', u'germanwings', u'confirman', u'que', u'fue', u'estrellado', u'deliberadamente'] 0.0
602-596168120936562688 NOW can call him terrorist Germanwings pilot practised crash another flight report [u'now', u'can', u'call', u'him', u'terrorist', u'germanwings', u'pilot', u'practised', u'crash', u'another', u'flight', u'report'] 0.0
602-585873134894485504 Medienanalyse zum Germanwings Absturz ffentliche amp massenhafte Emp rung ist ein nomen der digitalen Zeit [u'medienanalyse', u'zum', u'germanwings', u'absturz', u'ffentliche', u'amp', u'massenhafte', u'emp', u'rung', u'ist', u'ein', u'nomen', u'der', u'digitalen', u'zeit'] 0.0
602-584345865852059648 Avi Germanwings realiza aterrizaje forzoso segundo caso dos [u'avi', u'germanwings', u'realiza', u'aterrizaje', u'forzoso', u'segundo', u'caso', u'dos'] 0.0
602-592754609250246657 tve importancia una palabra Mejor tragedia que accidente Germanwings [u'tve', u'importancia', u'una', u'palabra', u'mejor', u'tragedia', u'que', u'accidente', u'germanwings'] 0.0
602-614294682399543296 paso algo como germanwings eso pasa serio ElVueloDelEscandalo [u'paso', u'algo', u'como', u'germanwings', u'eso', u'pasa', u'serio', u'elvuelodelescandalo'] 0.0
602-586223340689424384 cat strofe Germanwings resultado ataque inform tico [u'cat', u'strofe', u'germanwings', u'resultado', u'ataque', u'inform', u'tico'] 0.0
602-604634465126727680 Here have AIPY Germanwings Airbus A320 seen here short finals for London Heathrow [u'here', u'have', u'aipy', u'germanwings', u'airbus', u'a320', u'seen', u'here', u'short', u'finals', u'for', u'london', u'heathrow'] 0.0
602-589382543344082944 Pilotless flights are they for real Germanwings a320 a320crash [u'pilotless', u'flights', u'are', u'they', u'for', u'real', u'germanwings', u'a320', u'a320crash'] 0.0
602-584558639257690112 Francia por terminada squeda cuerpos del avi Germanwings que estrell los Alpes [u'francia', u'por', u'terminada', u'squeda', u'cuerpos', u'del', u'avi', u'germanwings', u'que', u'estrell', u'los', u'alpes'] 0.0
602-584298182047358976 EIL Stuttgart Germanwings Maschine muss nach tech Defekt notlanden Flash [u'eil', u'stuttgart', u'germanwings', u'maschine', u'muss', u'nach', u'tech', u'defekt', u'notlanden', u'flash'] 0.0
602-610054442302337024 Aviationsafety Germanwings this Paris meeting the press had stay across the street This was strictly enforced [u'aviationsafety', u'germanwings', u'this', u'paris', u'meeting', u'the', u'press', u'had', u'stay', u'across', u'the', u'street', u'this', u'was', u'strictly', u'enforced'] 0.0
602-616033433635168257 Aviationsafty Germanwings Look folks lawyer and don offer legal advice but 000 euros pittance [u'aviationsafty', u'germanwings', u'look', u'folks', u'lawyer', u'and', u'don', u'offer', u'legal', u'advice', u'but', u'000', u'euros', u'pittance'] 0.0
602-584435115884945408 Germanwings nos cont Hollande BoicotMediaset5 Italia Para que necesitamos los medios espa oles [u'germanwings', u'nos', u'cont', u'hollande', u'boicotmediaset5', u'italia', u'para', u'que', u'necesitamos', u'los', u'medios', u'espa', u'oles'] 0.0
602-594325106123534339 dia Lufthansa anuncia cierre filial Germanwings para mes octubre Germanwings [u'dia', u'lufthansa', u'anuncia', u'cierre', u'filial', u'germanwings', u'para', u'mes', u'octubre', u'germanwings'] 0.0
602-586005481614782464 Yes need more flight regulations via Germanwings DMN TodRobberson SECupp airregulations [u'yes', u'need', u'more', u'flight', u'regulations', u'via', u'germanwings', u'dmn', u'todrobberson', u'secupp', u'airregulations'] 0.0
602-595951798411784192 REPORT Germanwings 4U9525 pilot practiced rapid descent previous flight [u'report', u'germanwings', u'4u9525', u'pilot', u'practiced', u'rapid', u'descent', u'previous', u'flight'] 0.0
602-608631406848290816 Repatriados Alemania los restos mortales pasajeros del vuelo Germanwings [u'repatriados', u'alemania', u'los', u'restos', u'mortales', u'pasajeros', u'del', u'vuelo', u'germanwings'] 0.0
602-608654385590202368 Trasladan convoy cuerpos estudiantes alemanes fallecidos siniestro del avi Germanwings Francia [u'trasladan', u'convoy', u'cuerpos', u'estudiantes', u'alemanes', u'fallecidos', u'siniestro', u'del', u'avi', u'germanwings', u'francia'] 0.0
602-589751572948713473 Presidencia Germanwings Gabinete Crisis por accidente del Airbus A320 Los Alpes las Complejo [u'presidencia', u'germanwings', u'gabinete', u'crisis', u'por', u'accidente', u'del', u'airbus', u'a320', u'los', u'alpes', u'las', u'complejo'] 0.0
602-607624392479227905 Francisco Narla piloto gallego que anticip tragedia Germanwings [u'francisco', u'narla', u'piloto', u'gallego', u'que', u'anticip', u'tragedia', u'germanwings'] 0.0
602-608706965729095680 Germanwings letsgogermany [u'germanwings', u'letsgogermany'] 0.0
602-592751004677967872 Per cerim nia Sagrada Fam lia uniconfesional Els cures voltors buscant quota medi tica aprofitant patiment ali Germanwings [u'per', u'cerim', u'nia', u'sagrada', u'fam', u'lia', u'uniconfesional', u'els', u'cures', u'voltors', u'buscant', u'quota', u'medi', u'tica', u'aprofitant', u'patiment', u'ali', u'germanwings'] 0.0
602-600919054203904000 RMC GermanWings Nous avons identifi toutes les victimes mois Col Daoust bourdindirect htt [u'rmc', u'germanwings', u'nous', u'avons', u'identifi', u'toutes', u'les', u'victimes', u'mois', u'col', u'daoust', u'bourdindirect', u'htt'] 0.0
602-590207064036761600 vaig dir quan accident Germanwings Com gran desgr cia salvatges les reaccions catalanof biaRes fer [u'vaig', u'dir', u'quan', u'accident', u'germanwings', u'com', u'gran', u'desgr', u'cia', u'salvatges', u'les', u'reaccions', u'catalanof', u'biares', u'fer'] 0.0
602-585984255496302592 Lamento accidente Germanwings pero lamento matanza 148 estudiantes Kenya quiz noticia del copil [u'lamento', u'accidente', u'germanwings', u'pero', u'lamento', u'matanza', u'148', u'estudiantes', u'kenya', u'quiz', u'noticia', u'del', u'copil'] 0.0
602-593736083143270400 funeral per les ctimes Germanwings eclipsades per casta Les fam lies alemanyes dels nois que van ser Llinars [u'funeral', u'per', u'les', u'ctimes', u'germanwings', u'eclipsades', u'per', u'casta', u'les', u'fam', u'lies', u'alemanyes', u'dels', u'nois', u'que', u'van', u'ser', u'llinars'] 0.0
602-608659718807126018 tve lunes ser repatriados los restos mortales las ctimas espa olas tragedia Germanwings [u'tve', u'lunes', u'ser', u'repatriados', u'los', u'restos', u'mortales', u'las', u'ctimas', u'espa', u'olas', u'tragedia', u'germanwings'] 0.0
602-584518553358868480 Encuentran video grabado avi justo antes tragedia Germanwings [u'encuentran', u'video', u'grabado', u'avi', u'justo', u'antes', u'tragedia', u'germanwings'] 0.0
602-584371517867319296 aereo della Germanwings perde carburante era diretto Venezia atterra Stoccarda [u'aereo', u'della', u'germanwings', u'perde', u'carburante', u'era', u'diretto', u'venezia', u'atterra', u'stoccarda'] 0.0
602-607862795208687616 Time say goodby Germanwings [u'time', u'say', u'goodby', u'germanwings'] 0.0
602-590113472014372864 Germanwings Twitter [u'germanwings', u'twitter'] 0.0
602-590128513371475968 evolution Imaginaos accidente avi como Germanwings veces seguidas diferencia que los 700 son Los nadies [u'evolution', u'imaginaos', u'accidente', u'avi', u'como', u'germanwings', u'veces', u'seguidas', u'diferencia', u'que', u'los', u'700', u'son', u'los', u'nadies'] 0.0
602-592760096901472257 Noves mostres solidaritat federalista respecte catal ESPAra pel funeral GermanWingsProu Catalanof bia [u'noves', u'mostres', u'solidaritat', u'federalista', u'respecte', u'catal', u'espara', u'pel', u'funeral', u'germanwingsprou', u'catalanof', u'bia'] 0.0
602-585532821885812737 How the media reporting Germanwings reinforces the stigma surrounding mental illnesses [u'how', u'the', u'media', u'reporting', u'germanwings', u'reinforces', u'the', u'stigma', u'surrounding', u'mental', u'illnesses'] 0.0
602-617010774888706048 Germanwings Victims Families Appalled Compensation Offer news jobs cachejobs jobsila WatsApp MAIN [u'germanwings', u'victims', u'families', u'appalled', u'compensation', u'offer', u'news', u'jobs', u'cachejobs', u'jobsila', u'watsapp', u'main'] 0.0
602-586251877454602241 Schwerpunkt Nachlese Germanwings amp Leseperlen aus Marketing Kommunikation Medien diese Woche MEDIENMONITOR [u'schwerpunkt', u'nachlese', u'germanwings', u'amp', u'leseperlen', u'aus', u'marketing', u'kommunikation', u'medien', u'diese', u'woche', u'medienmonitor'] 0.0
602-612399444840087552 charliehebdo zelfmoordpiloot van germanwings onderzocht door zielknijpers Helaas zaten deze incompetenten niet het vliegtuig [u'charliehebdo', u'zelfmoordpiloot', u'van', u'germanwings', u'onderzocht', u'door', u'zielknijpers', u'helaas', u'zaten', u'deze', u'incompetenten', u'niet', u'het', u'vliegtuig'] 0.0
602-594159579912478720 Lufthansa cierra Germanwings por cuestiones imagen [u'lufthansa', u'cierra', u'germanwings', u'por', u'cuestiones', u'imagen'] 0.0
602-585133200604852224 Algo funciona bien esta sociedad Germanwings [u'algo', u'funciona', u'bien', u'esta', u'sociedad', u'germanwings'] 0.0
602-586686375581331456 Germanwings [u'germanwings'] 0.0
602-611500110363664384 Crash Germanwings justice ouvre une enqu pour homicides involontaires [u'crash', u'germanwings', u'justice', u'ouvre', u'une', u'enqu', u'pour', u'homicides', u'involontaires'] 0.0
602-584447246059569152 squeda cad veres terminado pero squeda sus pertenencias personales contin Germanwings [u'squeda', u'cad', u'veres', u'terminado', u'pero', u'squeda', u'sus', u'pertenencias', u'personales', u'contin', u'germanwings'] 0.0
602-629072867976708097 Been military pilot since 1994 The notion pilot suicide was hard fathom GermanWings makes suicide leading con [u'been', u'military', u'pilot', u'since', u'1994', u'the', u'notion', u'pilot', u'suicide', u'was', u'hard', u'fathom', u'germanwings', u'makes', u'suicide', u'leading', u'con'] 0.0
602-615877108846432257 Die Lufthansa bietet den Angeh rigen der Germanwings Opfer 000 Euro Schmerzensgeld [u'die', u'lufthansa', u'bietet', u'den', u'angeh', u'rigen', u'der', u'germanwings', u'opfer', u'000', u'euro', u'schmerzensgeld'] 0.0
602-596332156495998976 one thing she put Jonah but Josh WegnerCrushWednesday rkoouttanowhere Germanwings BreakfastDefector [u'one', u'thing', u'she', u'put', u'jonah', u'but', u'josh', u'wegnercrushwednesday', u'rkoouttanowhere', u'germanwings', u'breakfastdefector'] 0.0
602-588399571790909441 German air controllers are urging remote control planes after Germanwings crash [u'german', u'air', u'controllers', u'are', u'urging', u'remote', u'control', u'planes', u'after', u'germanwings', u'crash'] 0.0
602-586234214829391874 Some aviation experts believe the Germanwings crash was caused hackers not Andreas Lubitz http [u'some', u'aviation', u'experts', u'believe', u'the', u'germanwings', u'crash', u'was', u'caused', u'hackers', u'not', u'andreas', u'lubitz', u'http'] 0.0
602-604917847157010432 UpInTheAir Germanwings Mallorca Dortmund GoingHome [u'upintheair', u'germanwings', u'mallorca', u'dortmund', u'goinghome'] 0.0
602-606192311064756225 Die berf hrung der deutschen Opfer des Germanwings Absturz verz gert sich [u'die', u'berf', u'hrung', u'der', u'deutschen', u'opfer', u'des', u'germanwings', u'absturz', u'verz', u'gert', u'sich'] 0.0
602-595903842602090496 You can make your Thug Life videos with Thug Life Maker App collegein5words DrunkSongs Germanwings [u'you', u'can', u'make', u'your', u'thug', u'life', u'videos', u'with', u'thug', u'life', u'maker', u'app', u'collegein5words', u'drunksongs', u'germanwings'] 0.0
602-595938235307659264 You can make your Thug Life videos with Thug Life Maker App collegein5words Germanwings Hump Day [u'you', u'can', u'make', u'your', u'thug', u'life', u'videos', u'with', u'thug', u'life', u'maker', u'app', u'collegein5words', u'germanwings', u'hump', u'day'] 0.0
602-595933621606809600 You can make your Thug Life videos with Thug Life Maker App collegein5words Germanwings Hump Day [u'you', u'can', u'make', u'your', u'thug', u'life', u'videos', u'with', u'thug', u'life', u'maker', u'app', u'collegein5words', u'germanwings', u'hump', u'day'] 0.0
602-633076744656961536 When okay begin reporting these were suicide pilots not just Germanwings [u'when', u'okay', u'begin', u'reporting', u'these', u'were', u'suicide', u'pilots', u'not', u'just', u'germanwings'] 0.0
602-595869657959047170 BREKEND piloot van Germanwings liet vliegtuig minutenlang dalen via [u'brekend', u'piloot', u'van', u'germanwings', u'liet', u'vliegtuig', u'minutenlang', u'dalen', u'via'] 0.0
602-609212614820909056 Copiloot Germanwings was bang voor licht nieuwsuitdewereld [u'copiloot', u'germanwings', u'was', u'bang', u'voor', u'licht', u'nieuwsuitdewereld'] 0.0
602-589146539827691522 not for judge Andreas Lubitz remembered alongside Germanwings crash victims [u'not', u'for', u'judge', u'andreas', u'lubitz', u'remembered', u'alongside', u'germanwings', u'crash', u'victims'] 0.0
602-609056524045025282 Shouldn Press mention Germanwings copilot car crash eye vision suicide were med SideEffects [u'shouldn', u'press', u'mention', u'germanwings', u'copilot', u'car', u'crash', u'eye', u'vision', u'suicide', u'were', u'med', u'sideeffects'] 0.0
602-609321531634794497 Article leads saying Germanwings copilot Lubitz had taken Cipralex SSRI mirtazapine antidepressant [u'article', u'leads', u'saying', u'germanwings', u'copilot', u'lubitz', u'had', u'taken', u'cipralex', u'ssri', u'mirtazapine', u'antidepressant'] 0.0
602-595956084252151808 Germanwings Flight Germanwings pilot rehearsed crash outbound flight The Germanwings News airplane [u'germanwings', u'flight', u'germanwings', u'pilot', u'rehearsed', u'crash', u'outbound', u'flight', u'the', u'germanwings', u'news', u'airplane'] 0.0
602-595249389205061632 ReshetnikovM NEWS Sensation The gendarmes France told Pilots Germanwings AIDS sick with syphilis and [u'reshetnikovm', u'news', u'sensation', u'the', u'gendarmes', u'france', u'told', u'pilots', u'germanwings', u'aids', u'sick', u'with', u'syphilis', u'and'] 0.0
602-592606485210918912 Bromean con las ctimas catalanas Germanwings despu exigen respeto sus himnos banderas Asco gente htt [u'bromean', u'con', u'las', u'ctimas', u'catalanas', u'germanwings', u'despu', u'exigen', u'respeto', u'sus', u'himnos', u'banderas', u'asco', u'gente', u'htt'] 0.0
602-595954444724006912 Informe preliminar BEA del vuelo Germanwings 4U9525 espa [u'informe', u'preliminar', u'bea', u'del', u'vuelo', u'germanwings', u'4u9525', u'espa'] 0.0
602-585691738188226562 Familiars catalans col loquen una placa catal monolit accident Germanwings reco [u'familiars', u'catalans', u'col', u'loquen', u'una', u'placa', u'catal', u'monolit', u'accident', u'germanwings', u'reco'] 0.0
602-645893755162238976 Nadie Espa odia los catalanes Clar clar1 1000 tuits Catalan fobs morts GermanWings [u'nadie', u'espa', u'odia', u'los', u'catalanes', u'clar', u'clar1', u'1000', u'tuits', u'catalan', u'fobs', u'morts', u'germanwings'] 0.0
602-608982695515959296 C0R3 wahrscheinlich die Germanwings Opfer [u'c0r3', u'wahrscheinlich', u'die', u'germanwings', u'opfer'] 0.0
602-590933739984785409 BREAKING Germany Transport Minister Flight data recorder proves that Germanwings 4U9525 pilot crashed plane [u'breaking', u'germany', u'transport', u'minister', u'flight', u'data', u'recorder', u'proves', u'that', u'germanwings', u'4u9525', u'pilot', u'crashed', u'plane'] 0.0
602-623522588287979521 had hoped hear one word apology from these hard days but heard nothing Germanwings 4U9525 [u'had', u'hoped', u'hear', u'one', u'word', u'apology', u'from', u'these', u'hard', u'days', u'but', u'heard', u'nothing', u'germanwings', u'4u9525'] 0.0
602-586319048763408384 hace pasar por familiar una ctima Germanwings viaja gratis Francia [u'hace', u'pasar', u'por', u'familiar', u'una', u'ctima', u'germanwings', u'viaja', u'gratis', u'francia'] 0.0
602-615867437993623553 Lufthansa makes germanwings compensation offer 000 euros per passenger lawyer for relatives completely inadequate [u'lufthansa', u'makes', u'germanwings', u'compensation', u'offer', u'000', u'euros', u'per', u'passenger', u'lawyer', u'for', u'relatives', u'completely', u'inadequate'] 0.0
602-595960987779506176 Germanwings copilot practice run must have been seen pilot and crew Why did they let him Why was nothing done Cover [u'germanwings', u'copilot', u'practice', u'run', u'must', u'have', u'been', u'seen', u'pilot', u'and', u'crew', u'why', u'did', u'they', u'let', u'him', u'why', u'was', u'nothing', u'done', u'cover'] 0.0
602-581043788136611841 One the pilots Germanwings crash was not the cockpit when plane went down 5Things [u'one', u'the', u'pilots', u'germanwings', u'crash', u'was', u'not', u'the', u'cockpit', u'when', u'plane', u'went', u'down', u'5things'] 0.0
602-587189684125704192 Germanwings Hmmm [u'germanwings', u'hmmm'] 0.0
602-584318739816013824 jerarqu muerte nos volcamos con Germanwings pero nos olvidamos Kenia YoTambienSoyKenia [u'jerarqu', u'muerte', u'nos', u'volcamos', u'con', u'germanwings', u'pero', u'nos', u'olvidamos', u'kenia', u'yotambiensoykenia'] 0.0
602-592672503236939776 tve Los Reyes Rajoy Mas presidir funeral Estado por las 150 ctimas espa olas Germanwings TD1 http [u'tve', u'los', u'reyes', u'rajoy', u'mas', u'presidir', u'funeral', u'estado', u'por', u'las', u'150', u'ctimas', u'espa', u'olas', u'germanwings', u'td1', u'http'] 0.0
602-581110172623437824 France has formally asked the FBI help with the Germanwings crash investigation [u'france', u'has', u'formally', u'asked', u'the', u'fbi', u'help', u'with', u'the', u'germanwings', u'crash', u'investigation'] 0.0
602-585384515973029888 Col loquen una placa catal memorial les ctimes Germanwings [u'col', u'loquen', u'una', u'placa', u'catal', u'memorial', u'les', u'ctimes', u'germanwings'] 0.0
602-592789015553777664 Funeral por las ctimas del Germanwings cae cara verg enza ver cardenal celebra misa Estado [u'funeral', u'por', u'las', u'ctimas', u'del', u'germanwings', u'cae', u'cara', u'verg', u'enza', u'ver', u'cardenal', u'celebra', u'misa', u'estado'] 0.0
602-586868692396441600 Quand apprendre que pilote Germanwings tait converti islam [u'quand', u'apprendre', u'que', u'pilote', u'germanwings', u'tait', u'converti', u'islam'] 0.0
602-590241730798096384 Termina squeda restos del avi Germanwings Aqu detalles [u'termina', u'squeda', u'restos', u'del', u'avi', u'germanwings', u'aqu', u'detalles'] 0.0
602-589877731313250304 diferencia entre cobertura medi tica Lampedusa Germanwings proporcional color piel [u'diferencia', u'entre', u'cobertura', u'medi', u'tica', u'lampedusa', u'germanwings', u'proporcional', u'color', u'piel'] 0.0
602-595904157611069440 Conclusiones iniciales investigaci del Accidente del vuelo 4U9525 Germanwings Barcelona sseldorf [u'conclusiones', u'iniciales', u'investigaci', u'del', u'accidente', u'del', u'vuelo', u'4u9525', u'germanwings', u'barcelona', u'sseldorf'] 0.0
602-624633326305964032 Beauvau jour lieu Vernet une monie hommage aux victimes crash vol 4U9525 compagnie Germanwings [u'beauvau', u'jour', u'lieu', u'vernet', u'une', u'monie', u'hommage', u'aux', u'victimes', u'crash', u'vol', u'4u9525', u'compagnie', u'germanwings'] 0.0
602-609220658770350080 nicolaclark Our deeply reported Apr story Germanwings noted pilot had seen more than dozen doctors before the crash http [u'nicolaclark', u'our', u'deeply', u'reported', u'apr', u'story', u'germanwings', u'noted', u'pilot', u'had', u'seen', u'more', u'than', u'dozen', u'doctors', u'before', u'the', u'crash', u'http'] 0.0
602-609220586821296128 And just pondering whether had enough sleep prior Germanwings [u'and', u'just', u'pondering', u'whether', u'had', u'enough', u'sleep', u'prior', u'germanwings'] 0.0
602-623089622046887936 panel urges more pilot screenings after Germanwings [u'panel', u'urges', u'more', u'pilot', u'screenings', u'after', u'germanwings'] 0.0
602-590465850181816321 Bergua seg TV3 son espa oles excepto las ctimas del Germanwings que eran catalanas [u'bergua', u'seg', u'tv3', u'son', u'espa', u'oles', u'excepto', u'las', u'ctimas', u'del', u'germanwings', u'que', u'eran', u'catalanas'] 0.0
602-592547021174775808 Papa Francesc vol una cerim nia cat lica per ctimes Germanwings Papa esgl sia progresista crec [u'papa', u'francesc', u'vol', u'una', u'cerim', u'nia', u'cat', u'lica', u'per', u'ctimes', u'germanwings', u'papa', u'esgl', u'sia', u'progresista', u'crec'] 0.0
602-592603537193992192 plural sent vergonya pel format cerem nia per les ctimes Germanwings [u'plural', u'sent', u'vergonya', u'pel', u'format', u'cerem', u'nia', u'per', u'les', u'ctimes', u'germanwings'] 0.0
602-595968643642433537 Copiloto Germanwings ensay estrellar avi [u'copiloto', u'germanwings', u'ensay', u'estrellar', u'avi'] 0.0
602-586540786570895360 esp Sin noticias los fallecidos las pruebas ADN accidente Germanwings aqu estar pidiendo dimisiones [u'esp', u'sin', u'noticias', u'los', u'fallecidos', u'las', u'pruebas', u'adn', u'accidente', u'germanwings', u'aqu', u'estar', u'pidiendo', u'dimisiones'] 0.0
602-586180489989464066 Best view ever Germanwings LN15 [u'best', u'view', u'ever', u'germanwings', u'ln15'] 0.0
602-596419088496328704 the final minute the Germanwings CVR cockpit voice recorder audio was leaked truly haunting [u'the', u'final', u'minute', u'the', u'germanwings', u'cvr', u'cockpit', u'voice', u'recorder', u'audio', u'was', u'leaked', u'truly', u'haunting'] 0.0
602-611100116842323969 Germanwings Flight 4U9525 Spanish Victims bodies flown home [u'germanwings', u'flight', u'4u9525', u'spanish', u'victims', u'bodies', u'flown', u'home'] 0.0
602-588386478612471808 SPAIN DIFFERENT AccidenteAereo Germanwings [u'spain', u'different', u'accidenteaereo', u'germanwings'] 0.0
602-587219609947889664 BREKEND Volgens Duits ministerie had piloot zich wel degelijk tot islam bekeerd Germanwings [u'brekend', u'volgens', u'duits', u'ministerie', u'had', u'piloot', u'zich', u'wel', u'degelijk', u'tot', u'islam', u'bekeerd', u'germanwings'] 0.0
602-587599310792949760 que pas realmente con Germanwings [u'que', u'pas', u'realmente', u'con', u'germanwings'] 0.0
602-581110406871162881 Ahora que parece que Germanwings sido accidente nde est los entendidos vociferantes que cargaban contra las lowcost [u'ahora', u'que', u'parece', u'que', u'germanwings', u'sido', u'accidente', u'nde', u'est', u'los', u'entendidos', u'vociferantes', u'que', u'cargaban', u'contra', u'las', u'lowcost'] 0.0
602-592780053332828162 Funeral por las ctimas del Germanwings cae cara verg enza ver cardenal celebra misa Estado [u'funeral', u'por', u'las', u'ctimas', u'del', u'germanwings', u'cae', u'cara', u'verg', u'enza', u'ver', u'cardenal', u'celebra', u'misa', u'estado'] 0.0
602-592763048747769857 EnDirecto Siga funeral Barcelona por las ctimas del accidente Germanwings [u'endirecto', u'siga', u'funeral', u'barcelona', u'por', u'las', u'ctimas', u'del', u'accidente', u'germanwings'] 0.0
602-581045858906542080 Libres Los encargados las Mesas han sido elegidos fraudulentamente para manipular los resultados las Andauzas Mafi [u'libres', u'los', u'encargados', u'las', u'mesas', u'han', u'sido', u'elegidos', u'fraudulentamente', u'para', u'manipular', u'los', u'resultados', u'las', u'andauzas', u'mafi'] 0.0
602-610493415831306240 Aterra Prat avi Lufthansa amb les restes ctimes accident [u'aterra', u'prat', u'avi', u'lufthansa', u'amb', u'les', u'restes', u'ctimes', u'accident'] 0.0
602-590155200272453633 11M metrovalencia Germanwings son algunas las situaciones que trataremos las JPAUE2015 Psicologia urgencias emergencias [u'11m', u'metrovalencia', u'germanwings', u'son', u'algunas', u'las', u'situaciones', u'que', u'trataremos', u'las', u'jpaue2015', u'psicologia', u'urgencias', u'emergencias'] 0.0
602-596570971064147968 Aprenderemos experiencia cat strofes como Germanwings Angrois TerremotoHait 11M metrovalencia [u'aprenderemos', u'experiencia', u'cat', u'strofes', u'como', u'germanwings', u'angrois', u'terremotohait', u'11m', u'metrovalencia'] 0.0
602-616352406989873153 Familiares ctimas germanwings indignados con Lufthansa por causa indemnizaci [u'familiares', u'ctimas', u'germanwings', u'indignados', u'con', u'lufthansa', u'por', u'causa', u'indemnizaci'] 0.0
602-585171081176227840 says was not obligated report Germanwings pilot medical record [u'says', u'was', u'not', u'obligated', u'report', u'germanwings', u'pilot', u'medical', u'record'] 0.0
602-588098910687784960 ning massa cas Ara del vol Germanwings ens interessava GentDe1aiGentDe2a [u'ning', u'massa', u'cas', u'ara', u'del', u'vol', u'germanwings', u'ens', u'interessava', u'gentde1aigentde2a'] 0.0
602-581046747742507008 Tweet the Day ridiculous reason for not releasing the pilots names tcot [u'tweet', u'the', u'day', u'ridiculous', u'reason', u'for', u'not', u'releasing', u'the', u'pilots', u'names', u'tcot'] 0.0
602-584374533303447553 inalcanzable caso Lubitz Germanwings [u'inalcanzable', u'caso', u'lubitz', u'germanwings'] 0.0
602-626698811088465920 BarBQ sauce good The Germanwings wives club sent pic their tits proof [u'barbq', u'sauce', u'good', u'the', u'germanwings', u'wives', u'club', u'sent', u'pic', u'their', u'tits', u'proof'] 0.0
602-585113510629224448 seguridad rea Europa tiene problema con los pilotos low cost Germanwings GermanWingsCrash [u'seguridad', u'rea', u'europa', u'tiene', u'problema', u'con', u'los', u'pilotos', u'low', u'cost', u'germanwings', u'germanwingscrash'] 0.0
